public_sku,manufacturer_mpn,manufacturer,shipping_class,packaged_weight_lb,dimensional_weight_lb,billed_weight_lb,length_in,width_in,height_in,packaging_assumption,dimensional_weight_concerns,suggested_ups_ground_flat,suggested_rate_range,manual_quote_required,shipping_evidence_urls
"85-376","85-376","Ideal","small","0.3","1","1","5.75","2.9","1.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.3 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"85-377","85-377","Ideal","small","0.4","1","1","5","3.5","1.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.4 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"86-396","86-396","Ideal","small","0.45","1","1","4.75","3.5","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.45 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"89-5047","89-5047","Ideal","small","1.4","1","2","4.25","2.5","2.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DPS-1100 USB","DPS-1100 USB","Koblenz","small","2.08","3","3","9","7.55","4.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 3 lb exceeds supplier estimated ship weight 2.08 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"KRA-22M","KRA-22M","Kenwood","small","0.05","1","1","4.75","1","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.05 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"KRA-23M","KRA-23M","Kenwood","small","0.15","1","1","3.5","2","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"56-200","56-200","Labor Saving Devices","medium","10.86","11","11","18.25","12.25","6.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 11 lb exceeds supplier estimated ship weight 10.86 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"81-000","81-000","Labor Saving Devices","oversize","50","1","50","77.25","1.2","1.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"81-130","81-130","Labor Saving Devices","oversize","1.35","1","2","77.5","1.25","1.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"81-230","81-230","Labor Saving Devices","oversize","9.3","1","10","77.5","1.25","1.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"81-600","81-600","Labor Saving Devices","large","2.73","2","3","39.2","3","1.25","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"81-700","81-700","Labor Saving Devices","oversize","10.9","2","11","77.25","1.4","1.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"82-110","82-110","Labor Saving Devices","medium","2.94","1","3","26.75","2","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"82-118","82-118","Labor Saving Devices","large","4.43","2","5","59","2","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"82-350","82-350","Labor Saving Devices","small","0.15","1","1","4","2.75","0.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"85-124","85-124","Labor Saving Devices","small","0.61","1","1","12.3","2.9","0.35","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.61 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"33202","33202","Stanley","small","0.71","1","1","9.15","6","1.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.71 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"910-1001","910-1001","Nanuk","small","6.35","7","7","14.6","12.1","5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 7 lb exceeds supplier estimated ship weight 6.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"925S-060BK-0A0","925S-060BK-0A0","Nanuk","medium","16.06","17","17","19.2","15.5","7.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 17 lb exceeds supplier estimated ship weight 16.06 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"963-1001","963-1001","Nanuk","large","68.84","69","69","32.8","22.1","13.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 69 lb exceeds supplier estimated ship weight 68.84 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"965-1001","965-1001","Nanuk","oversize","86.17","87","87","32.7","22.2","16.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 87 lb exceeds supplier estimated ship weight 86.17 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","true","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PB802105","PB802105","Prime","small","1.62","1","2","8","5.5","2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PBRUSB346S-A","PBRUSB346S-A","Prime","small","0.97","1","1","8.95","6.55","2.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.97 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PCBLCO102","PCBLCO102","Pyle","large","17.1","7","18","40.75","9.6","2.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PDWM2145","PDWM2145","Pyle","small","4.33","3","5","12.6","10.5","2.9","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PDWM3375","PDWM3375","Pyle","small","3.3","3","4","11.6","7.7","4.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PDWM3400","PDWM3400","Pyle","small","2.98","3","3","11.7","7.7","4.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 3 lb exceeds supplier estimated ship weight 2.98 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PDBC70","PDBC70","Pyle","small","6.05","6","7","19.4","9.9","4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"PDWM4120","PDWM4120","Pyle","small","4.85","5","5","15.9","11.9","3.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 5 lb exceeds supplier estimated ship weight 4.85 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"AMP1450E","AMP1450E","RCA","small","0.9","1","1","6.25","3.9","2.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.9 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ANT111E","ANT111E","RCA","small","0.65","1","1","9.6","5.2","1.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.65 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ANT1560E1","ANT1560E1","RCA","small","1.58","2","2","10.5","8.7","2.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 2 lb exceeds supplier estimated ship weight 1.58 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ANT310E","ANT310E","RCA","small","1.13","2","2","7","5.4","4.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 2 lb exceeds supplier estimated ship weight 1.13 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ANT705E","ANT705E","RCA","small","3.72","4","4","17.8","9.5","2.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 4 lb exceeds supplier estimated ship weight 3.72 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"ANT754E","ANT754E","RCA","small","5.73","6","6","21","7.9","4.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 6 lb exceeds supplier estimated ship weight 5.73 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DH12HHE","DH12HHE","RCA","small","0.58","1","1","7.75","5","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.58 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DH24SPE","DH24SPE","RCA","small","0.2","1","1","5.95","4.5","0.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DH3HHE","DH3HHE","RCA","small","0.35","1","1","6.6","4.9","1.3","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DH6HHE","DH6HHE","RCA","small","0.35","1","1","7.9","5","1.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"DV10RV","DV10RV","RCA","small","0.21","1","1","7.75","3.8","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.21 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP210WHRV","TP210WHRV","RCA","small","0.2","1","1","5.75","3.8","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.2 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP231WHR","TP231WHR","RCA","small","0.35","1","1","6.7","3.9","1.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP243WHR","TP243WHR","RCA","small","0.35","1","1","8.6","3.9","1.2","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP257WHR","TP257WHR","RCA","small","0.15","1","1","3.8","2.75","1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP265WHR","TP265WHR","RCA","small","0.15","1","1","5.75","3.8","0.8","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.15 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP280WRV","TP280WRV","RCA","small","0.25","1","1","7.75","3.8","1.1","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.25 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP282AR","TP282AR","RCA","small","0.38","1","1","8.7","3.8","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.38 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP282BLRV","TP282BLRV","RCA","small","0.36","1","1","8.7","3.85","1.5","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.36 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP282WR","TP282WR","RCA","small","0.35","1","1","7","3.8","1.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.35 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TP443WHRV","TP443WHRV","RCA","small","0.5","1","1","8.7","3.8","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.5 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TPH530BR","TPH530BR","RCA","small","0.34","1","1","8.7","3.9","1.4","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.34 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TPH532BR","TPH532BR","RCA","small","0.54","1","1","8.1","5.75","1.6","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.54 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TPH560R1V","TPH560R1V","RCA","small","0.06","1","1","3.8","2.8","0.75","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.06 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"TPH633R","TPH633R","RCA","small","1","1","1","6.9","6.5","1.7","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","No DIM-weight uplift indicated by recorded dimensions. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
"VH125R","VH125R","RCA","small","0.8","1","1","9.5","6","1.13","Supplier dimensions and estimated ship weight are screening inputs only; no packaging adder was invented. Verify a packed unit before activation.","DIM weight 1 lb exceeds supplier estimated ship weight 0.8 lb. Within the 130-in large-package screening threshold.","","Not proposed—requires origin ZIP, destination zone, negotiated account rate, and surcharge validation.","false","https://www.ups.com/us/en/support/shipping-support/shipping-dimensions-weight | https://www.ups.com/us/en/support/shipping-support/shipping-costs-rates/daily-rates"
