public_sku,manufacturer_mpn,manufacturer,title,source_class,source_domain,response_status,resolution,match_status,rights_status,recommended_action,approval_checkbox,reviewer_status,reviewer_notes
TP231WHR,TP231WHR,RCA,15FT Phone Line Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP243WHR,TP243WHR,RCA,25FT Phone Line Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP257WHR,TP257WHR,RCA,Duplex Mod Jack White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP265WHR,TP265WHR,RCA,Surf Mount Phone Jack White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP280WRV,TP280WRV,RCA,12FT Phone Coil Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP282AR,TP282AR,RCA,25FT Phone Coil Cord Ivr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP282BLRV,TP282BLRV,RCA,"Standard Handset Coil Cord, 25 ft, Black",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP282WR,TP282WR,RCA,25FT Handset Coil Cord With,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TP443WHRV,TP443WHRV,RCA,50FT Mod Phone Cord White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TPH530BR,TPH530BR,RCA,7 ft Cat5e Cable Blu,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TPH532BR,TPH532BR,RCA,25FT Cat5e 100MHZ Cable Blu,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TPH560R1V,TPH560R1V,RCA,CAT5E/6 in Line Coupler With,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TPH633R,TPH633R,RCA,50FT Cat 6 Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH125R,VH125R,RCA,4IN Antenna Wall Mount Kit,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH47R,VH47R,RCA,Two-way Splitter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH603RV1,VH603RV1,RCA,3FT RG6 Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH606R,VH606R,RCA,6FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH606WHR,VH606WHR,RCA,6FT RG6 Cable White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH612R,VH612R,RCA,12FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH625RV,VH625RV,RCA,25FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VH66R1,VH66R1,RCA,Coax Cable Feed Connector,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VHB6111R,VHB6111R,RCA,100FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VHB655R,VHB655R,RCA,50FT RG6 Coax Cable Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VHEXT8E,VHEXT8E,RCA,Coax Extension Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
VHFC015E,VHFC015E,RCA,Flat Coax Extnsn Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
C380N,C380N,Eco4life,4O Smart Surge Power Strip W/usb,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
84-213,84-213,Stanley,Wire Stripper & Cutter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
AHD10-04290,AHD10-04290,Vericom,10FT HDMI 30AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
AHD30-04293,AHD30-04293,Vericom,30FT HDMI 28AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
AHD50-04294,AHD50-04294,Vericom,50FT HDMI 24AWG Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW5U-00932,MBW5U-00932,Vericom,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW5U-01440,MBW5U-01440,Vericom,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Black",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW5U-01441,MBW5U-01441,Vericom,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, White",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW5U-01443,MBW5U-01443,Vericom,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Yellow",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW5U-01554,MBW5U-01554,Vericom,"CAT 5e U/UTP Solid Riser CMR Cable, 1,000 ft, Red",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW6U-00934,MBW6U-00934,Vericom,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW6U-01444,MBW6U-01444,Vericom,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, White",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MBW6U-01445,MBW6U-01445,Vericom,"CAT 6 U/UTP Solid Riser CMR Cable, 1,000 ft, Yellow",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
MKJ6U-01352,MKJ6U-01352,Vericom,Kest Coupler Cat6 Unshld Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
WTCXC-03634,WTCXC-03634,Vericom,Coax Hex Crimp Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
WTCXS-03631,WTCXS-03631,Vericom,Universal Coax Strip Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
WTRJC-03632,WTRJC-03632,Vericom,Modular Crimp/strip Tool,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XHD03-04252,XHD03-04252,Vericom,3FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XHD01-04253,XHD01-04253,Vericom,6FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XHD01-04254,XHD01-04254,Vericom,10FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XHD01-04255,XHD01-04255,Vericom,12FT HDMI Cable With Ethernet Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XHD01-04260,XHD01-04260,Vericom,12FT HDMI Cable With Ethernet White,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
XRG06-02404,XRG06-02404,Vericom,1000FT RG6 Dual Shield Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP1008TELTV,TLP1008TELTV,Tripp Lite by Eaton,10 Outlet Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP1208TELTV,TLP1208TELTV,Tripp Lite by Eaton,12OUT Surge With Coax/tel,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
A102-02M,A102-02M,Tripp Lite by Eaton,6FT Digital Optical Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
A102-04M,A102-04M,Tripp Lite by Eaton,13FT Digital Optical Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
AVR750UNC,AVR750UNC,Tripp Lite by Eaton,12O 750VA 450W Li Cloud Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
B118-008E-UHD-2,B118-008E-UHD-2,Tripp Lite by Eaton,8PRT 4K HDMI Splitter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
BC600RNC,BC600RNC,Tripp Lite by Eaton,Cloud-Connected 600 VA/300 W Desktop UPS with 4 AC Outlets,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
ISOBAR6 ULTRA,ISOBAR6 ULTRA,Tripp Lite by Eaton,6 Out Surge With 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
LC1200,LC1200,Tripp Lite by Eaton,1200W 120V Line Conditioner,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
LC2400,LC2400,Tripp Lite by Eaton,2400W 120V Power Conditioner,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N001-025-BK,N001-025-BK,Tripp Lite by Eaton,Cat5e 350MHZ Cable 25 ft,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N001-050-BK,N001-050-BK,Tripp Lite by Eaton,Cat5e Patch Cable 50 ft,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N032-001,N032-001,Tripp Lite by Eaton,Cat5e RJ45 Inline Couplr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-007-BL,N201-007-BL,Tripp Lite by Eaton,"CAT 6 Gigabit Snagless Stranded UTP Ethernet Cable, 7 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-007-WH,N201-007-WH,Tripp Lite by Eaton,7FT Cat6 Gigabit Snagless,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-014-BL,N201-014-BL,Tripp Lite by Eaton,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 14 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-025-BL,N201-025-BL,Tripp Lite by Eaton,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 25 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-050-BL,N201-050-BL,Tripp Lite by Eaton,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 50 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-100-BL,N201-100-BL,Tripp Lite by Eaton,"CAT 6 Gigabit Snagless Solid UTP Ethernet Cable, 100 ft, Blue",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
N201-015-BL,N201-015-BL,Tripp Lite by Eaton,15FT Cat6 Snagless RJ45 Cable,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
P131-06N,P131-06N,Tripp Lite by Eaton,Hdmi/vga With Audio Converter,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
P502-006,P502-006,Tripp Lite by Eaton,Svga Monitor Cable 6F-,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
P569-006-MF,P569-006-MF,Tripp Lite by Eaton,4K HDMI Extension Cable With Ethernet,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
P570-006-MICRO,P570-006-MICRO,Tripp Lite by Eaton,HDMI To Microhdmi Cable 6FT,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SMART1200XLHG,SMART1200XLHG,Tripp Lite by Eaton,4O 120V 1KVA 750W Med Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SMART1500LCD,SMART1500LCD,Tripp Lite by Eaton,1500VA Lcd Ups,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SPIKECUBE,SPIKECUBE,Tripp Lite by Eaton,1OUT 600J Spikecube Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SUPER7,SUPER7,Tripp Lite by Eaton,7 Outlet Surge Protector,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SUPER725B,SUPER725B,Tripp Lite by Eaton,25FT 7OUT 2160J Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SUPER7B,SUPER7B,Tripp Lite by Eaton,7-OTLT Surge Protector 2160 Joules,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
SWIVEL6USB,SWIVEL6USB,Tripp Lite by Eaton,6OUT Direct Plug Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLM609SA,TLM609SA,Tripp Lite by Eaton,9FT 6O Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLM615SA,TLM615SA,Tripp Lite by Eaton,15FT 6O Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP1006B,TLP1006B,Tripp Lite by Eaton,6FT 10OUT 2880J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP1208SAT,TLP1208SAT,Tripp Lite by Eaton,12OUT Protect It Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP1208TEL,TLP1208TEL,Tripp Lite by Eaton,8FT 12OUT 2160J Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP128TTUSBB,TLP128TTUSBB,Tripp Lite by Eaton,12OUT 8FT Plastic Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP310USBC,TLP310USBC,Tripp Lite by Eaton,10FT 510J 3OUT Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP4BK,TLP4BK,Tripp Lite by Eaton,4OUT 720J Surge Black,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP604,TLP604,Tripp Lite by Eaton,6 Out Surge Protector 4FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP606DMUSB,TLP606DMUSB,Tripp Lite by Eaton,6-OTLT Surge W/clamps,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP610U30CLAMPB,TLP610U30CLAMPB,Tripp Lite by Eaton,"Protect It Desk Clamp Surge Protector with 6 AC Outlets and 2 USB Ports, 10 ft",petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP648USBC,TLP648USBC,Tripp Lite by Eaton,6OUT 8FT Desk Clamp Surge,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP6B,TLP6B,Tripp Lite by Eaton,6 Out Surge Protector 6FT Cord,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
TLP74RB,TLP74RB,Tripp Lite by Eaton,7OUTLT Surge Protectr,petra_supplier_feed,petraimages.com.s3.amazonaws.com,working,600x600,exact_mpn_catalog_association_visual_review_pending,approved,publish_petra_csv_image,,approved_by_petra_authorization,Petra authorization confirmed for CSV-supplied image URLs.
